sentence,aspect_terms,at_polarity
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","['speed', 'hard drive', '500gb external hard drive']","['negative', 'neutral', 'neutral']"
2.The wireless card is low quality.,['wireless card'],['negative']
This little netboook is helping me get work done!,[],[]
They also use two totally different operating systems.,['operating systems'],['neutral']
They are about the same size keys.,['keys'],['neutral']
I'm definitely not hard on laptops and guarantee 100% that no liquid has touched this machine in my presence.,[],[]
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",[],[]
This ain't it.,[],[]
I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,['portability'],['conflict']
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",['accessories'],['negative']
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",['warranty'],['positive']
Maybe three or four months ago it started blinking all of the sudden.,[],[]
The only problems are the sound isnt very loud I have to wear headphones.,['sound'],['negative']
Again- windows based machines were not giving me anything to work with!,['windows'],['negative']
"Finally, I couldn't take it anymore and ordered my Apple.",[],[]
"I should have kept my big, old HP.",[],[]
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",['system'],['neutral']
i love the size of the computer since i play games on it.,"['size', 'games']","['positive', 'neutral']"
"I am a wife, mom and a school teacher and a college student.",[],[]
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",['playing games'],['neutral']
You just get a trial version either way.,[],[]
I'm all for saving money but Dell needs to step it up.,[],[]
There are no viruses or spyware to worry about like on a Windows computer.,['Windows'],['negative']
great machine if you want to drop the cash for one.,[],[]
To be honest i think it was faulty equipment or something but idk.,['equipment'],['negative']
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",['size'],['positive']
I never have had a good result with this computer.,[],[]
"I love its solid build, light wt and excellent battery life (for now).","['build', 'wt', 'battery life']","['positive', 'positive', 'positive']"
YOU PAY FOR WHAT YOU GET FOR.,[],[]
"while about 8 years ago, I hope that the quality has changed.",['quality'],['negative']
NO more Lenovo for me.,[],[]
"I also bought one for my wife, and 3 for my office.",[],[]
"However, a NETBOOK will be a different story.",[],[]
"I'm glad I bought this laptop, it was worth the few ($100) extra dollars.",[],[]
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.","['Apple navigation', 'apps']","['neutral', 'positive']"
I am a full Mac convert now.,[],[]
I highly recommend that you buy this product.,[],[]
"Though you get a polite person, you often don t get a solution.",[],[]
-I propose that I can just swap the hard drives.,['hard drives'],['neutral']
It was old but it was not till we bought the Dell did we realize how great it was.,[],[]
"The battery holds up well, it's built very solidly, and runs fast.","['battery', 'built', 'runs']","['positive', 'positive', 'positive']"
Sound card is limited though.,['Sound card'],['negative']
"I initially purchased my Macbook Pro 13"" in April, and I loved it.",[],[]
This is a nicely sized laptop with lots of processing power and long battery life.,"['processing power', 'battery life', 'sized']","['positive', 'positive', 'positive']"
After much battling with HP i was able to return it 4 times for repairs.,[],[]
"So, you can imagine how unhappy I am with this item.",[],[]
"But let me tell you, the mac book pro is so professional.",[],[]
The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,['Vista'],['negative']
go for it!,[],[]
I highly recommend this computer for students looking for a solid machine to get them through college.,[],[]
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.","['keyboard', 'desktop keyboard']","['conflict', 'neutral']"
The display is awesome.,['display'],['positive']
"After years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was time to go the Apple route.",[],[]
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,['mouse'],['conflict']
It took several weeks just to get them to acknowledge that I owned the warranty.,['warranty'],['negative']
"However, this laptop has a fatal flaw that i discovered merely a week after buying it.",[],[]
Perfect trifecta!,[],[]
The keyboard is like no other laptop keyboard.,"['keyboard', 'keyboard']","['neutral', 'neutral']"
It was a huge monstrosity of a Laptop!,[],[]
-Computer crashed frequently and battery life decreased very quickly.,['battery life'],['negative']
-I propose that they can just swap the hard drives.,['hard drives'],['neutral']
So don't get it.,[],[]
it was a tough choice.,[],[]
Every driver on the drivers/applications DVD is everything you will need for a reload.,"['driver', 'drivers/applications DVD']","['positive', 'positive']"
They sent it off and within 2 weeks I had it back good as new.,[],[]
The Awesomest of the awesomest.,[],[]
"One, owning a mac is essentially a full production studio (in the case of a mac book a portable version).",[],[]
I would like to tell you about the best laptop I just got from Mac.,[],[]
"I'm glad it waited, this one is great.",[],[]
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,"['repair depot', 'repair depot']","['neutral', 'neutral']"
"(For those old enough to remember, it is similar to Beta versus VHS.",[],[]
It's also fairly easy to use the Operating System.,['Operating System'],['positive']
"But, I would recommend this product.",[],[]
"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",['motherboards'],['conflict']
